username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Amanda Smith,74297967,"Los Angeles, CA",2023-01-17 19:43:49,@BergmanGreg It’s not unusual for highways to be along beaches (see: PCH) but I certainly wouldn’t invest in a new… https://t.co/JX8FNdo7eO,0,Twitter for iPhone,
Rosanna Xia,151682694,"Los Angeles, CA",2023-01-17 19:34:10,"Hopping back on Twitter to share the latest in @Sammy_Roth's Repowering the West series, which has been a fascinati… https://t.co/PyRFHQNCBr",3,Twitter Web App,
Jacob Pierce,498559424,L.A. County,2023-01-17 19:29:13,"This isn’t just about climate change.

Our streets are unsafe. We all must demand better. Kudos to folks like… https://t.co/drVE2kzxQV",0,Twitter for iPhone,
Jacob Pierce,498559424,L.A. County,2023-01-17 19:16:17,But we make that decision so much harder for people if our transit infrastructure isn’t resilient to climate change… https://t.co/zS7FHLpmY0,0,Twitter for iPhone,
Jacob Pierce,498559424,L.A. County,2023-01-17 19:16:17,"We need to make car-free lifestyle easier.

My 23-year-old sedan needs work. I’m thinking about getting rid of it,… https://t.co/vEk0HneMtK",0,Twitter for iPhone,
James Van Fleet,52836594,Studio City,2023-01-17 19:12:31,Hurricanes boosted by climate change. https://t.co/84IVsbf3TV,0,Twitter for iPhone,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-17 18:56:26,Clean energy advocates see Imperial as an ideal place for solar farms and battery projects that can help solve the… https://t.co/zuIidsSCe2,14,Twitter Web App,
Tom Butler,1157048392121376773,"Santa Monica, CA",2023-01-17 18:55:56,#Climate #change is real!  66% of power is produced by black #coal (major #pollution) Stop renting &amp; own! Become th… https://t.co/33bmJaNMfs,1,Twitter for iPhone,
Tom Butler,1157048392121376773,"Santa Monica, CA",2023-01-17 18:51:07,@MarkCCrowley #Climate #change is real!  66% of power is produced by black #coal (major #pollution) Stop renting &amp;… https://t.co/3Grnu3SyFf,0,Twitter for iPhone,
Tom Butler,1157048392121376773,"Santa Monica, CA",2023-01-17 18:50:13,@MarkCCrowley Climate #change is real! 66% of power is produced by black #coal (major #pollution) Stop renting &amp; ow… https://t.co/EZDuw2BCjo,0,Twitter for iPhone,
Russ Buchanan,2519176147,"Woodland Hills, California",2023-01-17 18:49:48,"@TIME Now, if only they could do that to climate change.",0,Twitter Web App,
Sanzhi Kobzhan,1434021547719729153,"Los Angeles, CA",2023-01-17 18:47:31,@backyardaganz @thatjoshuknow @BBCWorld Cause i am not an activist and i am not trying to make my personality popular on climate change,0,Twitter for iPhone,
South Central Family Health Center,594262266,Los Angeles,2023-01-17 18:37:56,@FOXLA That’s less than 8% of LA County’s residents. South LA needs better water policy and improved infrastructure… https://t.co/s8Yucs0Nz4,0,Twitter for iPhone,
Berggruen Institute,1446376116,Los Angeles,2023-01-17 18:34:18,"In the overlapping global emergencies of the pandemic, climate change and geopolitical confrontations, supply shock… https://t.co/Xs1zeUhDn7",3,Twitter Web App,
"Hollywood, Health & Society",398182574,"Los Angeles, CA",2023-01-17 18:30:11,"Aging is an epidemic – so much so that, after climate change, population aging is the second most important phenome… https://t.co/THrlEFjPic",0,Buffer,
Stephen Ramos,163236429,"Sierra Madre, CA",2023-01-17 18:27:46,@DavidFox2021 @mrshellwinger @larryelder Mr myopic! Sky is falling.  Been saying that for 40 years. We were suppose… https://t.co/8MGkTobe3K,0,Twitter for iPhone,
Sammy Roth,390842981,"Los Angeles, CA",2023-01-17 18:26:50,"Check out my full story here, with incredible photography by @rgaut999. 

No easy answers, but somehow Westerns nee… https://t.co/mtmLKi9Yiy",3,Twitter Web App,
Scott Briggs,2395552501,"Los Angeles, CA",2023-01-17 18:25:01,@FoxNews Climate change deniers hurt Al Gores income. His Green New Deal is all about the Benjamins.,0,Twitter for Android,
CyberMindGrrl 🏳️‍⚧️🇨🇦 🇺🇸,1108427071716417536,"Los Angeles, CA",2023-01-17 18:22:55,Climate Change is Already Destroying the Economy https://t.co/JWm84TasQ0,0,Twitter Web App,
.,1251699350897487872,"Los Angeles, CA",2023-01-17 18:20:23,how do i tell my professors i can’t be 100% in my classes bc i don’t believe in anything anymore due to the impendi… https://t.co/MNBfhwZA8G,0,Twitter for iPhone,
Sanzhi Kobzhan,1434021547719729153,"Los Angeles, CA",2023-01-17 18:11:34,"@PalletDisabled @BBCWorld But i only hear the loud voices of those who are being paid to show the care, no? My poin… https://t.co/gdb6TOrJVT",0,Twitter for iPhone,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-17 18:07:42,"Other growers have learned to love solar, striking land deals with clean energy developers. 

Especially with Color… https://t.co/1IVQBCL2tw",1,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-17 18:07:41,Many Imperial Valley growers harbor a profound mistrust for distant cities that keep adding people even as water su… https://t.co/ye9f645mqb,0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-17 18:07:40,"Farmer Trevor Tagg grows Bermuda grass on this 280-acre patch of ground. 

He ruefully calls it “the island.” 

It’… https://t.co/Ew5cf2DuVC",0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-17 18:07:40,Climate experts say there’s plenty of room to shift production from the Imperial Valley to rainier parts of the cou… https://t.co/pSbzc5b8TD,0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-17 18:07:39,"But people love eating cows, chickens and other animals that grow fat on alfalfa and grasses. 

And it’s not just o… https://t.co/fyRHcR0BxX",0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-17 18:07:39,"As the planet heats up, there’s less and less water to go around.

And 60% of the Imperial Valley’s irrigated acrea… https://t.co/HoJZvffg4s",0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-17 18:07:38,"If you’ve ever eaten a salad in the winter, there’s a good chance some of the veggies came from the Imperial Valley… https://t.co/Mbn5vG4DVH",15,Twitter Web App,
Mark Roy Cohen,1519027946475773952,"Santa Monica, CA",2023-01-17 17:51:49,@jordanbpeterson @JohnKerry There's absolutely no evidence of any danger or any change in climate. This is all abou… https://t.co/cgec8KEFSn,2,Twitter for Android,
Hayley Smith,29883196,Los Angeles,2023-01-17 17:42:21,Clean energy advocates see the Imperial Valley as an ideal place for solar farms and battery projects that can help… https://t.co/8fA2WHokhQ,6,Twitter Web App,
Grace Chong 🇺🇸,1347365630601617410,"Los Angeles, CA",2023-01-17 17:34:27,"Climate Change Is The Globalists' Trojan Horse To Introduce Social Credit Scores Among Societies Globally,… https://t.co/H644iH3n7C",12,Twitter for iPhone,
TJ odebunmi,712881253868036096,"Santa Monica, CA",2023-01-17 17:30:44,"@TansuYegen A speech about ""wokeness"" and climate change has nothing to do with politics???  Hey, it's your feed.… https://t.co/J7Jsi4TQXF",0,Twitter Web App,
Sammy Roth,390842981,"Los Angeles, CA",2023-01-17 17:26:39,"Thanks @DeborahNetburn for the spiritual reflection on rain, drought and climate change that I didn't know I needed… https://t.co/waBsp2m4nR",1,Twitter Web App,
lonE skuM,36837724,"Los Angeles, CA",2023-01-17 17:17:09,"@daveanthony No, no, Dave. This time it’s caused by a fungus and climate change, so it’s totally … umm… different.",0,Twitter for iPhone,
Tom Butler,1157048392121376773,"Santa Monica, CA",2023-01-17 17:16:16,@Jin_Sane Climate #change is real! 66% of power is produced by black #coal (major #pollution) Stop renting &amp; own! B… https://t.co/rYHxmqlrp5,0,Twitter for iPhone,
Enviro. Media Assoc.,112807276,"Los Angeles, CA",2023-01-17 17:09:03,5 Buddhist Practices to Help Tackle Climate Change https://t.co/X8f3J9TQEB #climatechange #climateaction,9,Twitter Web App,
Hollywood Commission,1167141835623419904,"Los Angeles, CA",2023-01-17 17:00:01,Do you or someone you know work in the #entertainment industry? The #HollywoodEntertainmentSurvey evaluates the cur… https://t.co/RQ9YpO8g9E,1,Twitter Web App,
Nils Gilman,2726611,Pico Gardens,2023-01-17 16:58:20,"Every time I drive I-5 between SF and LA (which, for my sins, I've done 100+ times) I think to myself: the solution… https://t.co/vNvX8iXDnd",6,Twitter Web App,
Sergio Love,40411062,los angeles,2023-01-17 16:28:55,"The NEXT lockdown won't be for the VID, it will be for CLIMATE CHANGE! #... https://t.co/OqZxZEc5Up via @YouTube",0,Twitter for iPhone,
Walker,1533833361818386432,,2023-01-17 16:19:28,@runRiot77 @still_liberty @IanJaeger29 Can you guys just put aside the politics for a second and look at the scienc… https://t.co/XMqdesF7uD,0,Twitter for iPhone,
Sammy Roth,390842981,"Los Angeles, CA",2023-01-17 16:15:33,"If you've never heard of the Imperial Valley, now's the time to get acquainted.

Covering desert farmland with sola… https://t.co/r790Xg9hV6",74,Twitter Web App,
HWDRepublican,17920055,"Hollywood, CA USA",2023-01-17 16:09:25,"THR: Too Late! At Davos, John Kerry Predicts 'Worst Consequences' of Climate Change Despite Carbon Cutting Efforts… https://t.co/WtTmHRfFK3",0,IFTTT,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-17 16:07:27,"The Imperial Valley is one of the most important places many Californians have never been. 

Clean energy advocates… https://t.co/LkXhZa6s0q",8,Twitter Web App,
Cameron Thrash,317216139,"Los Angeles, CA",2023-01-17 15:54:56,Climate Change Impacts on Eastern Boundary Upwelling Systems https://t.co/oumCKWX6po,0,Twitter Web App,
XRP-WINS,1481636926943760394,Santa Monica,2023-01-17 15:41:50,#Solana Foundation and @Ripple are partnering with industry group Global Blockchain Business Council (GBBC) to acce… https://t.co/zagmCiqPGs,0,Twitter Web App,
Pritesh Shah,172903343,"Los Angeles, CA",2023-01-17 15:30:48,"Rich people talk about climate change, when so much of the world is poor and still relying on coal, dung, and gas t… https://t.co/iHkCNHiAzX",0,Twitter for iPhone,
Dana Ballout,190668758,"Los Angeles, CA",2023-01-17 15:07:27,Exxon disputed climate findings for years. Its scientists knew better. https://t.co/Ly5RHOb5nf,0,Twitter for iPhone,
John Ziegler,558360059,"Los Angeles, CA",2023-01-17 14:56:48,"Episode 24 of our “The Death of Journalism” podcast is out!
-Why the media seems to be doing its job on Biden’s cla… https://t.co/I5zsdQxclU",17,Twitter for iPhone,
AiThority.com,910050092744302592,"Hawthorne, CA",2023-01-17 14:48:03,CHAR Technologies Attends Davos Discussions on Climate Change and Green Energy Transition   https://t.co/XQUuMStHHl… https://t.co/bKU96DtPaw,0,Hootsuite Inc.,
Ayo Dele,1154039756,"Hawthorne, CA",2023-01-17 14:41:50,@SavvyRinu He was asked how to tackle Climate change your candidate OBI was saying irrelevant things; River Ogun is… https://t.co/azGBOFBzba,0,Twitter for iPhone,
Margaret9 Farrell,14774634,Los Angeles,2023-01-17 14:41:23,Atmospheric dust may have hidden true extent of global heating | Climate crisis | The Guardian https://t.co/4BcNT9d0qS,0,Twitter for iPhone,
Joe Halsey,1516453763778633730,"Pasadena, California",2023-01-17 14:21:28,@thevivafrei @EricMarchant11 But but…my TV told me that climate change and gas stoves cause myocarditis and 18 year… https://t.co/0EsSGVzuwU,0,Twitter for Mac,
Joe Halsey,1516453763778633730,"Pasadena, California",2023-01-17 13:52:37,@GonzaloLira1968 @SuperMikhail1 @DowdEdward Must be gas stoves and climate change causing all of those heart attack… https://t.co/YY2Fwbfvdx,0,Twitter for Mac,
FOX 11 Los Angeles,9648652,"Los Angeles, CA",2023-01-17 12:45:17,German police reportedly removed 20-year-old climate change activist Greta Thunberg from the site of a mass protest… https://t.co/8YJW9fKca9,1,True Anthem,
Curtis Spyro,1534870262679748609,"Los Angeles, CA",2023-01-17 12:40:01,Atmospheric dust may have hidden true extent of global heating - The Guardian https://t.co/teJvBRxl7b #Science… https://t.co/XSRQn22jRU,0,Buffer,
Mr. Christopher Jennings,901744904249978881,"GREATER LOS ANGELES, CA",2023-01-17 12:06:21,A Year of Opportunity for Africa by Landry Signé @ProSyn https://t.co/l6jhmw8U9B,0,Twitter for Android,
C Caso,436424421,"Los Angeles, CA",2023-01-17 11:16:24,"@KenCuccinelli Ken Cuccinelli - Wikipedia “A self-described Opp of homosexuality, Cuccinelli, as Virginia Attorney… https://t.co/rgAmKKwNGE",0,Twitter for iPhone,
Erik Ridgley,1594722703,"Los Angeles, CA",2023-01-17 09:43:39,"John Kerry says 'money, money, money' is needed most to tackle climate change @CNBC https://t.co/XVrRoSQC70",0,Twitter for iPhone,
Dr. Essam Heggy / د. عصام حجي,118221824,"Los Angeles, CA, USA",2023-01-17 09:33:03,Conflicts and climate change are modulating gas prices. But the potential risks of a single oil spill occurring any… https://t.co/LHiwnvyy5r,14,Twitter Web App,
Action Man,1594420484829216770,"Los Angeles, CA",2023-01-17 08:33:56,@DrJamesOlsson Climate change is a bitch !,0,Twitter for iPad,
ethically trained professional,141825993,"Los Angeles, CA",2023-01-17 08:12:39,"From police militarization to the Covid test run, the ruling class has used the time we could have been preventing… https://t.co/9F3gRASAk3",0,Twitter for iPhone,
citygal340,1593773256133120001,"Los Angeles, CA",2023-01-17 07:21:37,@the_poggy_doggy Exon Mobil lied about climate change for decades lol,0,Twitter for iPhone,
Herbert Mann,615687834,"Glendale, California",2023-01-17 07:20:30,Climate Change Activism Isn’t About the Planet. It’s About the Boredom of the Bourgeoisie - They are busybodies who… https://t.co/Znh4ESzFuE,0,Twitter Web App,
Earth Accounting,2527904352,"Los Angeles, CA",2023-01-17 06:29:30,Longtime weather tracker says #ClimateChange affecting ice patterns (4 photos) https://t.co/k7m6MXblZC via @bradfordtodayca,0,Twitter Web App,
Stephanos,911596011490906112,"Los Angeles, CA",2023-01-17 05:40:54,@SAP__00 You're causing climate change. Might have to send the WEF and The BGF to sort out your conduct. How dare y… https://t.co/0CJVP6l3Qo,0,Twitter for Android,
Torr Leonard 🌐💉🚊📚,25912403,"Los Angeles, CA",2023-01-17 05:34:46,"“Exxon Scientists Predicted Global Warming, Even as Company Cast Doubts, Study Finds -

Starting in the 1970s, scie… https://t.co/BGdhsAyUXw",1,Twitter for iPhone,
Dave,1348961616910544897,"Beverly Hills, CA",2023-01-17 05:33:37,"@prageru If God created this planet, why do u support polluting it? U r a political action committee, not a church.… https://t.co/OATAu5GL0B",0,Twitter for iPhone,
Tommy Lightfoot Garrett,399129934,Beverly Hills,2023-01-17 05:20:12,"This climate change is no joke, people.💔

'Very concerned': Elephant seal pup deaths surge in stormy Bay Area

https://t.co/9oDVqRRvVQ",1,Twitter for Android,
Torr Leonard 🌐💉🚊📚,25912403,"Los Angeles, CA",2023-01-17 05:11:23,"“Ocean heating also threatens sensitive marine ecosystems and contributes to sea level rise, because warmer water e… https://t.co/0bzR4G4HD5",0,Twitter for iPhone,
Torr Leonard 🌐💉🚊📚,25912403,"Los Angeles, CA",2023-01-17 05:10:09,"“California’s floods reveal a likely climate change symptom: 

Quick shifts between opposing weather conditions.” https://t.co/Qme14dYoCy",0,Twitter for iPhone,
Adam Conover,5880462,"Los Angeles, CA",2023-01-17 04:11:47,"Opened Twitter and the first tweet the ""For You"" algorithm showed me was climate change denial from an account I do… https://t.co/uyNzpQQis5",303,Twitter Web App,
4forman,29068874,"LA,CA",2023-01-17 04:09:22,Man made climate change is a hoax meant to incite fear and hysteria and to gain control over people by dividing and conquering.,0,Twitter for iPhone,
Jim A in L.A.,18343484,Los Angeles,2023-01-17 03:53:11,@Mrs_Kryzinger @sound_hologram @ChanceThought @Kathlee10615691 @GriffJenkins @FoxNews Well it’s not. Y’all have bee… https://t.co/6C9kzt2Lpu,0,Twitter for iPhone,
Jack,1588388915911630848,"Los Angeles, CA",2023-01-17 03:41:22,"@garyblack00 @heydave7 How does @elonmusk lean so right when the right literally do not believe in science, like re… https://t.co/uJdr4UYYxJ",0,Twitter for iPhone,
Jeanne Black,1429166481145741312,90232,2023-01-17 03:34:30,"@phealthsean @rwidome I didn't choose UCLA for the weather, but I'm not complaining. Despite the strengths of UMN's… https://t.co/rhks6DTWpw",0,Twitter Web App,
Jonathan,2182803552,"Los Angeles, CA",2023-01-17 02:51:58,@avideomakr @elonmusk I’m not talking about climate change. I’m talking about a catastrophic event like asteroid or… https://t.co/ZUvi0hTM8U,0,Twitter for iPhone,
Mette lampcov,577368138,"Los Angeles, CA",2023-01-17 02:48:01,"Excited see my photo on A1 for The New York Times and the plus it’s about water, California and climate change.
In… https://t.co/Il5gboP8Vh",0,Twitter for iPhone,
Just_LA_Abe,28902705,"Los Angeles, CA",2023-01-17 01:48:23,It’s climate change! https://t.co/VxF2FCZIVr,0,Twitter for iPhone,
Meg Kollar,20013378,Los Angeles,2023-01-17 01:44:32,Isn't it funny how in #Avatar earth is a dying planet and #JamesCameron spent $237M that could have been donated to… https://t.co/BI6QWdtOA5,0,Twitter Web App,
sickle,1484384473789591554,"Los Angeles, CA",2023-01-17 01:32:23,@Murkglider @FOXLA Newsom doesn’t care about the dams he hopes they’ll break so he can say it’s due to climate change,0,Twitter for iPhone,
The ULTRA Craftsman 🇺🇸🔨☢️,1088333272487100417,"Los Angeles, CA",2023-01-17 01:15:48,"@RetroCoast This isn’t even the worst rain or flooding we have had 

Stats show it’s been even worse 5 times before… https://t.co/rNCSQRsB3X",0,Twitter for iPhone,
S M,14814915,"Los Angeles, CA",2023-01-17 01:10:43,Here's what's coming soon in the name of Climate Change and you aren't going to like it [VIDEO] - https://t.co/QLra3GtE4H,0,Twitter Web App,
anti-you,1569717862671196160,"Los Angeles, CA",2023-01-17 01:00:22,@jamesmartino @pushtheneedle Literally everything you wrote is wrong or potentially wrong. An Arizona suburb of Sco… https://t.co/TR9gaoe4XC,0,Twitter for iPhone,
Jet,19254501,Santa Monica ,2023-01-17 00:51:03,Vastly increased world population strongly influenced by fertilizers / diminished production expenses?  Reduced foo… https://t.co/QKeRh9CcjG,0,Twitter Web App,
FOX 11 Los Angeles,9648652,"Los Angeles, CA",2023-01-17 00:45:15,German police reportedly removed 20-year-old climate change activist Greta Thunberg from the site of a mass protest… https://t.co/Zr1Mh9d3e0,2,True Anthem,
Patrick,1250389358928003072,Los Angeles ,2023-01-17 00:37:02,@CallMeK1123 Everyone knows it’s climate change,0,Twitter for iPhone,
Daniel Guss,4880918696,"Los Angeles, CA",2023-01-17 00:27:28,"Over 1,000 Private Jets Expected to Descend on Davos as WEF Leaders Preach Climate Change – RedState https://t.co/8pDhmNsj5Y",0,Twitter for iPhone,
Bob Hoge,1367918666,"Los Angeles, CA",2023-01-17 00:13:46,"Do as I SAY, not as I do! @wef

https://t.co/NZhEgeh4Yw",3,Twitter Web App,
The ULTRA Craftsman 🇺🇸🔨☢️,1088333272487100417,"Los Angeles, CA",2023-01-17 00:10:35,@bennyjohnson The human race are dooming themselves to a sealed fait that’s angered God twice before. The rebellion… https://t.co/TBG6th8teI,0,Twitter for iPhone,
